RXCUI|GENERIC_RXCUI|TTY|FULL_NAME|RXN_DOSE_FORM|FULL_GENERIC_NAME|BRAND_NAME|DISPLAY_NAME|ROUTE|NEW_DOSE_FORM|STRENGTH|SUPPRESS_FOR|DISPLAY_NAME_SYNONYM|IS_RETIRED|SXDG_RXCUI|SXDG_TTY|SXDG_NAME
106078||SCD|Hydrocortisone 10 MG/ML / Neomycin 5 MG/ML Topical Cream|Topical Cream|Hydrocortisone 10 MG/ML / Neomycin 5 MG/ML Topical Cream||Hydrocortisone/Neomycin (Topical)|Topical|Cream|1-0.5%||||1163427|SCDG|Hydrocortisone / Neomycin Topical Product
106199||SCD|Urea 100 MG/ML Topical Cream|Topical Cream|Urea 100 MG/ML Topical Cream||Urea (Topical)|Topical|Cream|10%||||1159976|SCDG|Urea Topical Product
106200||SCD|Lactic acid 50 MG/ML / Urea 100 MG/ML Topical Cream|Topical Cream|Lactic acid 50 MG/ML / Urea 100 MG/ML Topical Cream||Lactate/Urea (Topical)|Topical|Cream|5-10%||||1162165|SCDG|Lactate / Urea Topical Product
106219||SCD|crotamiton 100 MG/ML Topical Lotion|Topical Lotion|crotamiton 100 MG/ML Topical Lotion||Crotamiton (Topical)|Topical|Lotion|10%||||1165621|SCDG|crotamiton Topical Product
106234||SCD|Clioquinol 30 MG/ML / Hydrocortisone 10 MG/ML Topical Cream|Topical Cream|Clioquinol 30 MG/ML / Hydrocortisone 10 MG/ML Topical Cream||Clioquinol/Hydrocortisone (Topical)|Topical|Cream|3-1%||||1153072|SCDG|Clioquinol / Hydrocortisone Topical Product
106248||SCD|Hydrocortisone 1 MG/ML Topical Cream|Topical Cream|Hydrocortisone 1 MG/ML Topical Cream||Hydrocortisone (Topical)|Topical|Cream|0.1%||||1164013|SCDG|Hydrocortisone Topical Product
106258||SCD|Hydrocortisone 10 MG/ML Topical Cream|Topical Cream|Hydrocortisone 10 MG/ML Topical Cream||Hydrocortisone (Topical)|Topical|Cream|1%||||1164013|SCDG|Hydrocortisone Topical Product
106302||SCD|Tretinoin 0.25 MG/ML Topical Cream|Topical Cream|Tretinoin 0.25 MG/ML Topical Cream||Tretinoin (Topical)|Topical|Cream|0.025%||||1158220|SCDG|Tretinoin Topical Product
106303||SCD|Tretinoin 0.5 MG/ML Topical Cream|Topical Cream|Tretinoin 0.5 MG/ML Topical Cream||Tretinoin (Topical)|Topical|Cream|0.05%||||1158220|SCDG|Tretinoin Topical Product
106309||SCD|Benzoyl Peroxide 50 MG/ML Topical Lotion|Topical Lotion|Benzoyl Peroxide 50 MG/ML Topical Lotion||Benzoyl Peroxide (Topical)|Topical|Lotion|5%||||1152991|SCDG|Benzoyl Peroxide Topical Product
106310||SCD|Benzoyl Peroxide 100 MG/ML Topical Lotion|Topical Lotion|Benzoyl Peroxide 100 MG/ML Topical Lotion||Benzoyl Peroxide (Topical)|Topical|Lotion|10%||||1152991|SCDG|Benzoyl Peroxide Topical Product
106315||SCD|Benzoyl Peroxide 100 MG/ML Topical Cream|Topical Cream|Benzoyl Peroxide 100 MG/ML Topical Cream||Benzoyl Peroxide (Topical)|Topical|Cream|10%||||1152991|SCDG|Benzoyl Peroxide Topical Product
106336||SCD|Ketoconazole 20 MG/ML Medicated Shampoo|Medicated Shampoo|Ketoconazole 20 MG/ML Medicated Shampoo||Ketoconazole (Shampoo)|Shampoo|Medicated Shampoo|2%||||1295391|SCDG|Ketoconazole Shampoo Product
106339||SCD|Salicylic Acid 30 MG/ML / Sulfur 50 MG/ML Medicated Shampoo|Medicated Shampoo|Salicylic Acid 30 MG/ML / Sulfur 50 MG/ML Medicated Shampoo||Salicylic Acid/Sulfur (Shampoo)|Shampoo|Medicated Shampoo|3-5%||||1295307|SCDG|Salicylic Acid / Sulfur Shampoo Product
106346||SCD|Mupirocin 0.02 MG/MG Topical Ointment|Topical Ointment|Mupirocin 0.02 MG/MG Topical Ointment||Mupirocin (Topical)|Topical|Ointment|2%||||1156383|SCDG|Mupirocin Topical Product
106351||SCD|Silver Sulfadiazine 10 MG/ML Topical Cream|Topical Cream|Silver Sulfadiazine 10 MG/ML Topical Cream||Silver Sulfadiazine (Topical)|Topical|Cream|1%||SSD||1158745|SCDG|Silver Sulfadiazine Topical Product
106353||SCD|Chlortetracycline 0.03 MG/MG Topical Ointment|Topical Ointment|Chlortetracycline 0.03 MG/MG Topical Ointment||Chlortetracycline (Topical)|Topical|Ointment|3%||||1155782|SCDG|Chlortetracycline Topical Product
106356||SCD|Tetracycline 0.03 MG/MG Topical Ointment|Topical Ointment|Tetracycline 0.03 MG/MG Topical Ointment||Tetracycline (Topical)|Topical|Ointment|3%||||1164870|SCDG|Tetracycline Topical Product
106366||SCD|sulconazole 10 MG/ML Topical Cream|Topical Cream|sulconazole 10 MG/ML Topical Cream||Sulconazole (Topical)|Topical|Cream|1%||||1160274|SCDG|sulconazole Topical Product
106371|311679|SBD|Metronidazole 0.0075 MG/MG Topical Gel [MetroGel]|Topical Gel|Metronidazole 0.0075 MG/MG Topical Gel|METROGEL|METROGEL (Topical)|Topical|Gel|0.75%||||1176962|SBDG|MetroGel Topical Product
106387||SCD|Permethrin 50 MG/ML Topical Cream|Topical Cream|Permethrin 50 MG/ML Topical Cream||Permethrin (Topical)|Topical|Cream|5%||||1165433|SCDG|Permethrin Topical Product
106404||SCD|Cetrimide 200 MG/ML Topical Solution|Topical Solution|Cetrimide 200 MG/ML Topical Solution||Cetrimide (Topical)|Topical|Sol|20%||||1152713|SCDG|Cetrimide Topical Product
106499|307819|SBD|Alfentanil 0.5 MG/ML Injectable Solution [Alfenta]|Injectable Solution|Alfentanil 0.5 MG/ML Injectable Solution|ALFENTA|ALFENTA (Injectable)|Injectable|Sol|0.5 mg/ml||||1175508|SBDG|Alfenta Injectable Product
106517||SCD|Midazolam 2 MG/ML Injectable Solution|Injectable Solution|Midazolam 2 MG/ML Injectable Solution||Midazolam (Injectable)|Injectable|Sol|2 mg/ml||||1164715|SCDG|Midazolam Injectable Product
106675||SCD|ethanolamine oleate 50 MG/ML Injectable Solution|Injectable Solution|ethanolamine oleate 50 MG/ML Injectable Solution||Ethanolamine oleate (Injectable)|Injectable|Sol|50 mg/ml||||1162525|SCDG|ethanolamine oleate Injectable Product
106834|313499|SBD|Trimipramine 50 MG Oral Capsule [Surmontil]|Oral Capsule|Trimipramine 50 MG Oral Capsule|SURMONTIL|SURMONTIL (Oral Pill)|Oral Pill|Cap|50 mg||||1184897|SBDG|Surmontil Pill
106892|311048|SBD|NPH Insulin, Human 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Injectable Suspension [Humulin]|Injectable Suspension|NPH Insulin, Human 70 UNT/ML / Regular Insulin, Human 30 UNT/ML Injectable Suspension|HUMULIN|HumuLIN (Injectable)|Injectable|Susp|70-30 unt/ml||||1171997|SBDG|Humulin Injectable Product
106948|310889|SBD|Hydrocortisone 100 MG/ML Rectal Foam [Cortifoam]|Rectal Foam|Hydrocortisone 100 MG/ML Rectal Foam|CORTIFOAM|CORTIFOAM (Rectal)|Rectal|Foam|10%||||1170970|SBDG|Cortifoam Rectal Product
107047||SCD|Rabbit anti-human T-lymphocyte globulin 5 MG/ML Injectable Solution|Injectable Solution|Rabbit anti-human T-lymphocyte globulin 5 MG/ML Injectable Solution||Rabbit anti-human T-lymphocyte globulin (Injectable)|Injectable|Sol|5 mg/ml||||1164199|SCDG|Rabbit anti-human T-lymphocyte globulin Injectable Product
107050|107047|SBD|Rabbit anti-human T-lymphocyte globulin 5 MG/ML Injectable Solution [Thymoglobulin]|Injectable Solution|Rabbit anti-human T-lymphocyte globulin 5 MG/ML Injectable Solution|THYMOGLOBULIN|THYMOGLOBULIN (Injectable)|Injectable|Sol|5 mg/ml||||1177887|SBDG|Thymoglobulin Injectable Product
107078||SCD|Folic Acid 0.4 MG Oral Capsule|Oral Capsule|Folic Acid 0.4 MG Oral Capsule||Folic Acid (Oral Pill)|Oral Pill|Cap|0.4 mg||FOLATE||1162059|SCDG|Folic Acid Pill
107133|238643|SBD|Albumin Human, USP 250 MG/ML Injectable Solution [Albutein]|Injectable Solution|Albumin Human, USP 250 MG/ML Injectable Solution|ALBUTEIN|ALBUTEIN (Injectable)|Injectable|Sol|250 mg/ml||||1174185|SBDG|Albutein Injectable Product
108204|238850|SBD|Povidone-Iodine 50 MG/ML Topical Spray [Betadine]|Topical Spray|Povidone-Iodine 50 MG/ML Topical Spray|BETADINE|BETADINE (Topical)|Topical|Spray|5%||||1172236|SBDG|Betadine Topical Product
108228|311449|SBD|Mannitol 200 MG/ML Injectable Solution [Osmitrol]|Injectable Solution|Mannitol 200 MG/ML Injectable Solution|OSMITROL|OSMITROL (Injectable)|Injectable|Sol|200 mg/ml||||1185149|SBDG|Osmitrol Injectable Product
108266||SCD|Salicylic Acid 0.11 MG/MG Topical Gel|Topical Gel|Salicylic Acid 0.11 MG/MG Topical Gel||Salicylic Acid (Topical)|Topical|Gel|11%||||1157604|SCDG|Salicylic Acid Topical Product
108329|203088|SBD|Ketoconazole 20 MG/ML Topical Cream [Nizoral]|Topical Cream|Ketoconazole 20 MG/ML Topical Cream|NIZORAL|NIZORAL (Topical)|Topical|Cream|2%||||1184476|SBDG|Nizoral Topical Product
108395|309086|SBD|ceftibuten 400 MG Oral Capsule [Cedax]|Oral Capsule|ceftibuten 400 MG Oral Capsule|CEDAX|CEDAX (Oral Pill)|Oral Pill|Cap|400 mg||||1176418|SBDG|Cedax Pill
108396|204534|SBD|Zidovudine 10 MG/ML Injectable Solution [Retrovir]|Injectable Solution|Zidovudine 10 MG/ML Injectable Solution|RETROVIR|RETROVIR (Injectable)|Injectable|Sol|10 mg/ml||||1182538|SBDG|Retrovir Injectable Product
108449||SCD|Trimethoprim 10 MG/ML Oral Suspension|Oral Suspension|Trimethoprim 10 MG/ML Oral Suspension||Trimethoprim (Oral Liquid)|Oral Liquid|Susp|50 mg/5ml||TMP||1158825|SCDG|Trimethoprim Oral Liquid Product
108475|310354|SBD|Fludarabine phosphate 25 MG/ML Injectable Solution [Fludara]|Injectable Solution|Fludarabine phosphate 25 MG/ML Injectable Solution|FLUDARA|FLUDARA (Injectable)|Injectable|Sol|25 mg/ml||||1171166|SBDG|Fludara Injectable Product
1084862||SCD|ANAMU Preparation 400 MG Oral Capsule|Oral Capsule|ANAMU Preparation 400 MG Oral Capsule||ANAMU Preparation (Oral Pill)|Oral Pill|Cap|400 mg||||1153632|SCDG|ANAMU Preparation Pill
1085119|830232|SBD|Calcium Carbonate 1500 MG / Cholecalciferol 400 UNT Chewable Tablet [Caltrate Plus D]|Chewable Tablet|Calcium Carbonate 1500 MG / Cholecalciferol 400 UNT Chewable Tablet|CALTRATE PLUS D|CALTRATE PLUS D (Chewable)|Chewable|Tab|1,500-400 var units||||1296100|SBDG|Caltrate Plus D Chewable Product
1085121|1053697|SBD|Nystatin 100 UNT/MG / Triamcinolone Acetonide 0.001 MG/MG Topical Ointment [Mytrex]|Topical Ointment|Nystatin 100 UNT/MG / Triamcinolone Acetonide 0.001 MG/MG Topical Ointment|MYTREX|MYTREX (Topical)|Topical|Ointment|100-0.001 var units||||1176990|SBDG|Mytrex Topical Product
108513|198377|SBD|Tacrolimus 1 MG Oral Capsule [Prograf]|Oral Capsule|Tacrolimus 1 MG Oral Capsule|PROGRAF|PROGRAF (Oral Pill)|Oral Pill|Cap|1 mg||||1180664|SBDG|Prograf Pill
108514|198378|SBD|Tacrolimus 5 MG Oral Capsule [Prograf]|Oral Capsule|Tacrolimus 5 MG Oral Capsule|PROGRAF|PROGRAF (Oral Pill)|Oral Pill|Cap|5 mg||||1180664|SBDG|Prograf Pill
108515|198379|SBD|Tacrolimus 5 MG/ML Injectable Solution [Prograf]|Injectable Solution|Tacrolimus 5 MG/ML Injectable Solution|PROGRAF|PROGRAF (Injectable)|Injectable|Sol|5 mg/ml||||1180662|SBDG|Prograf Injectable Product
1085186|998193|SBD|Cholecalciferol 50000 UNT Wafer [Replesta]|Wafer|Cholecalciferol 50000 UNT Wafer|REPLESTA|REPLESTA (Wafer)|Wafer|Wafer|50,000 unt||||1295830|SBDG|Replesta Wafer Product
1085419|849490|SBD|ubiquinol 20 MG/ML Oral Suspension [Active Q]|Oral Suspension|ubiquinol 20 MG/ML Oral Suspension|ACTIVE Q|ACTIVE Q (Oral Liquid)|Oral Liquid|Susp|20 mg/ml||||1169914|SBDG|Active Q Oral Liquid Product
1085618|997290|SBD|Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML Oral Solution [Allfen CDX]|Oral Solution|Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML Oral Solution|ALLFEN CDX|ALLFEN CDX (Oral Liquid)|Oral Liquid|Sol|4-40 mg/ml||||1167847|SBDG|Allfen CDX Oral Liquid Product
1085620||SCD|Petrolatum 0.43 MG/MG Topical Ointment|Topical Ointment|Petrolatum 0.43 MG/MG Topical Ointment||Petrolatum (Topical)|Topical|Ointment|43%||||1156409|SCDG|Petrolatum Topical Product
1085623|1085620|SBD|Petrolatum 0.43 MG/MG Topical Ointment [Aloe Vesta Protective Barrier]|Topical Ointment|Petrolatum 0.43 MG/MG Topical Ointment|ALOE VESTA PROTECTIVE BARRIER|ALOE VESTA PROTECTIVE BARRIER (Topical)|Topical|Ointment|43%||||1168482|SBDG|Aloe Vesta Protective Barrier Topical Product
1085633||SCD|Triamcinolone Acetonide 0.00025 MG/MG Topical Ointment|Topical Ointment|Triamcinolone Acetonide 0.00025 MG/MG Topical Ointment||Triamcinolone (Topical)|Topical|Ointment|0.025%||TAC||1158231|SCDG|Triamcinolone Topical Product
1085636||SCD|Triamcinolone Acetonide 0.001 MG/MG Topical Ointment|Topical Ointment|Triamcinolone Acetonide 0.001 MG/MG Topical Ointment||Triamcinolone (Topical)|Topical|Ointment|0.1%||TAC||1158231|SCDG|Triamcinolone Topical Product
1085640||SCD|Triamcinolone Acetonide 0.005 MG/MG Topical Ointment|Topical Ointment|Triamcinolone Acetonide 0.005 MG/MG Topical Ointment||Triamcinolone (Topical)|Topical|Ointment|0.5%||TAC||1158231|SCDG|Triamcinolone Topical Product
1085644||SCD|Triamcinolone Acetonide 0.25 MG/ML Topical Cream|Topical Cream|Triamcinolone Acetonide 0.25 MG/ML Topical Cream||Triamcinolone (Topical)|Topical|Cream|0.025%||TAC||1158231|SCDG|Triamcinolone Topical Product
1085651|686454|SBD|Petrolatum 0.96 MG/MG Topical Ointment [Baza Clear]|Topical Ointment|Petrolatum 0.96 MG/MG Topical Ointment|BAZA CLEAR|BAZA CLEAR (Topical)|Topical|Ointment|96%||||1168653|SBDG|Baza Clear Topical Product
1085664|1052949|SBD|Benzalkonium Chloride 1.2 MG/ML Topical Solution [Benz-All]|Topical Solution|Benzalkonium Chloride 1.2 MG/ML Topical Solution|BENZ-ALL|BENZ-ALL (Topical)|Topical|Sol|0.12%||||1171495|SBDG|Benz-All Topical Product
1085666||SCD|triamcinolone diacetate 25 MG/ML Injectable Suspension|Injectable Suspension|triamcinolone diacetate 25 MG/ML Injectable Suspension||Triamcinolone (Injectable)|Injectable|Susp|25 mg/ml||TAC||1158224|SCDG|Triamcinolone Injectable Product
1085680||SCD|triamcinolone diacetate 40 MG/ML Injectable Suspension|Injectable Suspension|triamcinolone diacetate 40 MG/ML Injectable Suspension||Triamcinolone (Injectable)|Injectable|Susp|40 mg/ml||TAC||1158224|SCDG|Triamcinolone Injectable Product
1085686||SCD|Triamcinolone Acetonide 5 MG/ML Topical Cream|Topical Cream|Triamcinolone Acetonide 5 MG/ML Topical Cream||Triamcinolone (Topical)|Topical|Cream|0.5%||TAC||1158231|SCDG|Triamcinolone Topical Product
1085693|1085680|SBD|triamcinolone diacetate 40 MG/ML Injectable Suspension [Aristocort]|Injectable Suspension|triamcinolone diacetate 40 MG/ML Injectable Suspension|ARISTOCORT|ARISTOCORT (Injectable)|Injectable|Susp|40 mg/ml||||1170756|SBDG|Aristocort Injectable Product
1085700|198303|SBD|Triamcinolone 4 MG Oral Tablet [Aristocort]|Oral Tablet|Triamcinolone 4 MG Oral Tablet|ARISTOCORT|ARISTOCORT (Oral Pill)|Oral Pill|Tab|4 mg||||1170758|SBDG|Aristocort Pill
1085703|198304|SBD|Triamcinolone 8 MG Oral Tablet [Aristocort]|Oral Tablet|Triamcinolone 8 MG Oral Tablet|ARISTOCORT|ARISTOCORT (Oral Pill)|Oral Pill|Tab|8 mg||||1170758|SBDG|Aristocort Pill
1085721||SCD|Menthol 50 MG/ML / methyl salicylate 140 MG/ML Topical Lotion|Topical Lotion|Menthol 50 MG/ML / methyl salicylate 140 MG/ML Topical Lotion||Menthol/Methyl salicylate (Topical)|Topical|Lotion|5-14%||||1159807|SCDG|Menthol / methyl salicylate Topical Product
1085725|1085721|SBD|Menthol 50 MG/ML / methyl salicylate 140 MG/ML Topical Lotion [Castiva Cooling]|Topical Lotion|Menthol 50 MG/ML / methyl salicylate 140 MG/ML Topical Lotion|CASTIVA COOLING|CASTIVA COOLING (Topical)|Topical|Lotion|5-14%||||1175810|SBDG|Castiva Cooling Topical Product
1085728||SCD|Triamcinolone Acetonide 0.001 MG/MG Oral Paste|Oral Paste|Triamcinolone Acetonide 0.001 MG/MG Oral Paste||Triamcinolone (Oral Paste)|Oral Paste|Paste|0.1%||TAC||1295518|SCDG|Triamcinolone Oral Paste Product
1085730|1085728|SBD|Triamcinolone Acetonide 0.001 MG/MG Oral Paste [Kenalog]|Oral Paste|Triamcinolone Acetonide 0.001 MG/MG Oral Paste|KENALOG|KENALOG (Oral Paste)|Oral Paste|Paste|0.1%||||1296664|SBDG|Kenalog Oral Paste Product
1085736||SCD|Triamcinolone Acetonide 0.147 MG/ML Topical Spray|Topical Spray|Triamcinolone Acetonide 0.147 MG/ML Topical Spray||Triamcinolone (Topical)|Topical|Spray|0.0147%||TAC||1158231|SCDG|Triamcinolone Topical Product
1085738|1085736|SBD|Triamcinolone Acetonide 0.147 MG/ML Topical Spray [Kenalog]|Topical Spray|Triamcinolone Acetonide 0.147 MG/ML Topical Spray|KENALOG|KENALOG (Topical)|Topical|Spray|0.0147%||||1170044|SBDG|Kenalog Topical Product
1085741||SCD|Triamcinolone Acetonide 0.25 MG/ML Topical Lotion|Topical Lotion|Triamcinolone Acetonide 0.25 MG/ML Topical Lotion||Triamcinolone (Topical)|Topical|Lotion|0.025%||TAC||1158231|SCDG|Triamcinolone Topical Product
1085745||SCD|Triamcinolone Acetonide 1 MG/ML Topical Lotion|Topical Lotion|Triamcinolone Acetonide 1 MG/ML Topical Lotion||Triamcinolone (Topical)|Topical|Lotion|0.1%||TAC||1158231|SCDG|Triamcinolone Topical Product
1085750||SCD|Triamcinolone Acetonide 10 MG/ML Injectable Suspension|Injectable Suspension|Triamcinolone Acetonide 10 MG/ML Injectable Suspension||Triamcinolone (Injectable)|Injectable|Susp|10 mg/ml||TAC||1158224|SCDG|Triamcinolone Injectable Product
1085752|1085750|SBD|Triamcinolone Acetonide 10 MG/ML Injectable Suspension [Kenalog]|Injectable Suspension|Triamcinolone Acetonide 10 MG/ML Injectable Suspension|KENALOG|KENALOG (Injectable)|Injectable|Susp|10 mg/ml||||1170041|SBDG|Kenalog Injectable Product
1085754||SCD|Triamcinolone Acetonide 40 MG/ML Injectable Suspension|Injectable Suspension|Triamcinolone Acetonide 40 MG/ML Injectable Suspension||Triamcinolone (Injectable)|Injectable|Susp|40 mg/ml||TAC||1158224|SCDG|Triamcinolone Injectable Product
1085756|1085754|SBD|Triamcinolone Acetonide 40 MG/ML Injectable Suspension [Kenalog]|Injectable Suspension|Triamcinolone Acetonide 40 MG/ML Injectable Suspension|KENALOG|KENALOG (Injectable)|Injectable|Susp|40 mg/ml||||1170041|SBDG|Kenalog Injectable Product
1085767|1085728|SBD|Triamcinolone Acetonide 0.001 MG/MG Oral Paste [Oralone]|Oral Paste|Triamcinolone Acetonide 0.001 MG/MG Oral Paste|ORALONE|ORALONE (Oral Paste)|Oral Paste|Paste|0.1%||||1295793|SBDG|Oralone Oral Paste Product
1085769|1085636|SBD|Triamcinolone Acetonide 0.001 MG/MG Topical Ointment [Cinolar]|Topical Ointment|Triamcinolone Acetonide 0.001 MG/MG Topical Ointment|CINOLAR|CINOLAR (Topical)|Topical|Ointment|0.1%||||1170891|SBDG|Cinolar Topical Product
1085771|1085636|SBD|Triamcinolone Acetonide 0.001 MG/MG Topical Ointment [Triderm]|Topical Ointment|Triamcinolone Acetonide 0.001 MG/MG Topical Ointment|TRIDERM|TRIDERM (Topical)|Topical|Ointment|0.1%||||1182722|SBDG|Triderm Topical Product
1085773|1014314|SBD|Triamcinolone Acetonide 1 MG/ML Topical Cream [Triderm]|Topical Cream|Triamcinolone Acetonide 1 MG/ML Topical Cream|TRIDERM|TRIDERM (Topical)|Topical|Cream|0.1%||||1182722|SBDG|Triderm Topical Product
1085795||SCD|100 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler|Nasal Inhaler|100 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler||Triamcinolone (Nasal)|Nasal|Inhaler 100 puff|55 mcg/puff||TAC||1158225|SCDG|Triamcinolone Nasal Product
1085797|1085795|SBD|100 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler [Nasacort]|Nasal Inhaler|100 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler|NASACORT|NASACORT (Nasal)|Nasal|Inhaler 100 puff|55 mcg/puff||||1179330|SBDG|Nasacort Nasal Product
1085798||SCD|120 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler|Nasal Inhaler|120 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler||Triamcinolone (Nasal)|Nasal|Inhaler 120 puff|55 mcg/puff||TAC||1158225|SCDG|Triamcinolone Nasal Product
1085799|1085798|SBD|120 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler [Nasacort]|Nasal Inhaler|120 ACTUAT Triamcinolone Acetonide 0.055 MG/ACTUAT Nasal Inhaler|NASACORT|NASACORT (Nasal)|Nasal|Inhaler 120 puff|55 mcg/puff||||1179330|SBDG|Nasacort Nasal Product
1085805||SCD|240 ACTUAT Triamcinolone Acetonide 0.075 MG/ACTUAT Metered Dose Inhaler|Metered Dose Inhaler|240 ACTUAT Triamcinolone Acetonide 0.075 MG/ACTUAT Metered Dose Inhaler||Triamcinolone (Inhalant)|Inhalant|MDI 240 puff|75 mcg/puff||TAC||1158223|SCDG|Triamcinolone Inhalant Product
1085807|1085805|SBD|240 ACTUAT Triamcinolone Acetonide 0.075 MG/ACTUAT Metered Dose Inhaler [Azmacort]|Metered Dose Inhaler|240 ACTUAT Triamcinolone Acetonide 0.075 MG/ACTUAT Metered Dose Inhaler|AZMACORT|AZMACORT (Inhalant)|Inhalant|MDI 240 puff|75 mcg/puff||||1176327|SBDG|Azmacort Inhalant Product
1085816||SCD|spinosad 9 MG/ML Medicated Shampoo|Medicated Shampoo|spinosad 9 MG/ML Medicated Shampoo||Spinosad (Shampoo)|Shampoo|Medicated Shampoo|0.9%||||1295751|SCDG|spinosad Shampoo Product
1085820|1085816|SBD|spinosad 9 MG/ML Medicated Shampoo [Natroba]|Medicated Shampoo|spinosad 9 MG/ML Medicated Shampoo|NATROBA|NATROBA (Shampoo)|Shampoo|Medicated Shampoo|0.9%||||1295950|SBDG|Natroba Shampoo Product
1085921|1053207|SBD|Benzethonium Chloride 1 MG/ML Medicated Liquid Soap [Bedside-Care]|Medicated Liquid Soap|Benzethonium Chloride 1 MG/ML Medicated Liquid Soap|BEDSIDE-CARE|BEDSIDE-CARE (Soap)|Soap|Medicated Liquid Soap|0.1%||||1296412|SBDG|Bedside-Care Soap Product
1085945||SCD|Diphenhydramine Hydrochloride 50 MG Oral Tablet|Oral Tablet|Diphenhydramine Hydrochloride 50 MG Oral Tablet||diphenhydrAMINE (Oral Pill)|Oral Pill|Tab|50 mg||||1158450|SCDG|Diphenhydramine Pill
1085968|1085945|SBD|Diphenhydramine Hydrochloride 50 MG Oral Tablet [Compoz]|Oral Tablet|Diphenhydramine Hydrochloride 50 MG Oral Tablet|COMPOZ|COMPOZ (Oral Pill)|Oral Pill|Tab|50 mg||||1167426|SBDG|Compoz Pill
1085977||SCD|Triamcinolone Acetonide 0.5 MG/ML Topical Cream|Topical Cream|Triamcinolone Acetonide 0.5 MG/ML Topical Cream||Triamcinolone (Topical)|Topical|Cream|0.05%||TAC||1158231|SCDG|Triamcinolone Topical Product
1085985||SCD|Triamcinolone Acetonide 3 MG/ML Injectable Suspension|Injectable Suspension|Triamcinolone Acetonide 3 MG/ML Injectable Suspension||Triamcinolone (Injectable)|Injectable|Susp|3 mg/ml||TAC||1158224|SCDG|Triamcinolone Injectable Product
1085987|1085985|SBD|Triamcinolone Acetonide 3 MG/ML Injectable Suspension [TAC]|Injectable Suspension|Triamcinolone Acetonide 3 MG/ML Injectable Suspension|TAC|TAC (Injectable)|Injectable|Susp|3 mg/ml||||1177291|SBDG|TAC Injectable Product
1085992||SCD|triamcinolone hexacetonide 5 MG/ML Injectable Suspension|Injectable Suspension|triamcinolone hexacetonide 5 MG/ML Injectable Suspension||Triamcinolone (Injectable)|Injectable|Susp|5 mg/ml||TAC||1158224|SCDG|Triamcinolone Injectable Product
1085994|1085992|SBD|triamcinolone hexacetonide 5 MG/ML Injectable Suspension [Aristospan]|Injectable Suspension|triamcinolone hexacetonide 5 MG/ML Injectable Suspension|ARISTOSPAN|ARISTOSPAN (Injectable)|Injectable|Susp|5 mg/ml||||1170762|SBDG|Aristospan Injectable Product
1085996||SCD|triamcinolone hexacetonide 20 MG/ML Injectable Suspension|Injectable Suspension|triamcinolone hexacetonide 20 MG/ML Injectable Suspension||Triamcinolone (Injectable)|Injectable|Susp|20 mg/ml||TAC||1158224|SCDG|Triamcinolone Injectable Product
1085998|1085996|SBD|triamcinolone hexacetonide 20 MG/ML Injectable Suspension [Aristospan]|Injectable Suspension|triamcinolone hexacetonide 20 MG/ML Injectable Suspension|ARISTOSPAN|ARISTOSPAN (Injectable)|Injectable|Susp|20 mg/ml||||1170762|SBDG|Aristospan Injectable Product
1086011|830719|SBD|docosahexaenoic acid 200 MG Oral Capsule [Expecta]|Oral Capsule|docosahexaenoic acid 200 MG Oral Capsule|EXPECTA|EXPECTA (Oral Pill)|Oral Pill|Cap|200 mg||||1173897|SBDG|Expecta Pill
1086022|702006|SBD|Zinc Oxide 0.134 MG/MG Topical Ointment [Flanders]|Topical Ointment|Zinc Oxide 0.134 MG/MG Topical Ointment|FLANDERS|FLANDERS (Topical)|Topical|Ointment|13.4%||||1169026|SBDG|Flanders Topical Product
1086026|797616|SBD|Sodium Hypochlorite 0.00057 MG/MG Topical Gel [Anasept]|Topical Gel|Sodium Hypochlorite 0.00057 MG/MG Topical Gel|ANASEPT|ANASEPT (Topical)|Topical|Gel|0.057%||||1174933|SBDG|Anasept Topical Product
1086028|312893|SBD|Salicylic Acid 0.06 MG/MG Topical Gel [Hydrisalic]|Topical Gel|Salicylic Acid 0.06 MG/MG Topical Gel|HYDRISALIC|HYDRISALIC (Topical)|Topical|Gel|6%||||1174068|SBDG|Hydrisalic Topical Product
